game_id,play_id,nfl_id,player_name,player_position,route_cluster,route_label,pass_result,yards_gained,route_deviation,RouteExecIQ,ConvergenceIQ_WR,num_frames,air_yards,AirPlayIQ_WR,RouteExec_Weight,Convergence_Weight,AirPlayIQ_WR_Old
2023090700,2306,53449,Kadarius Toney,WR,9,CROSS,I,0,3.3501925000512256,0.22784246223076604,,,16,,,,
2023090700,2364,53449,Kadarius Toney,WR,3,CROSS,IN,0,6.20834376354155,-0.3230105222894377,,,4,,,,
2023090700,2487,46213,Justin Watson,WR,0,POST,I,0,12.805719476928767,-2.4704194531341237,,,36,,,,
2023090700,2510,46309,Richie James,WR,10,HITCH,C,6,0.9302916602429235,1.1435647535382725,-0.8687511025595976,7.0,5,-0.33227180014112384,0.26659796015262416,0.7334020398473757,0.13740682548933741
2023090700,2613,53541,Amon-Ra St. Brown,WR,9,IN,C,18,2.7728299804020904,0.5883616174258355,0.6753228187885316,11.0,18,0.6622555897636186,0.15026504717215589,0.8497349528278441,0.6318422181071836
2023090700,2936,54519,Skyy Moore,WR,10,SLANT,I,0,2.802860662766166,-0.4398585160193771,,,5,,,,
2023090700,2959,53449,Kadarius Toney,WR,4,CROSS,I,0,4.164496444603449,-0.8306598273659642,,,5,,,,
2023090700,3032,53541,Amon-Ra St. Brown,WR,8,OUT,I,0,1.6724410365336422,0.8175729349233758,,,4,,,,
2023090700,3089,43584,Kalif Raymond,WR,5,POST,C,20,2.2933435872330294,0.886366437351072,0.8531864927804842,10.0,17,0.85764753469178,0.13444995068648788,0.865550049313512,0.8697764650657781
2023090700,3114,53541,Amon-Ra St. Brown,WR,3,CROSS,I,0,4.8377971613990685,0.261917901130578,,,5,,,,
2023090700,3461,44930,Josh Reynolds,WR,9,IN,C,18,3.563630338421728,0.09456670123617116,0.16934381219038483,12.0,18,0.15496785628352586,0.19225075325070298,0.8077492467492969,0.13195525671327799
2023090700,3566,44930,Josh Reynolds,WR,0,HITCH,C,33,4.848076360721889,0.14748931931871564,0.37002768253813295,9.0,15,0.3308376611688388,0.17610456373606817,0.8238954362639319,0.2587585009284243
2023090700,3674,54885,Justyn Ross,WR,4,HITCH,C,6,4.268235323707767,-0.9081094764741291,-1.0097835923860587,8.0,6,-0.981756552406907,0.27565560543874096,0.724344394561259,-0.9589465344300939
2023090700,3912,53449,Kadarius Toney,WR,0,CROSS,I,0,6.120513022179574,-0.2711174276509202,,,19,,,,
2023090700,3971,54519,Skyy Moore,WR,5,HITCH,I,0,5.1520125906592185,-0.8045790511295073,,,7,,,,
2023090700,3994,55920,Rashee Rice,WR,3,CROSS,I,0,8.029297628546024,-1.1001659081133197,,,20,,,,
2023090700,4041,46213,Justin Watson,WR,6,CORNER,I,0,17.962195806240008,-2.23322684827679,,,25,,,,
2023091000,185,53488,Terrace Marshall Jr.,WR,8,IN,C,12,4.440552174487751,-1.4212656674757225,0.16130056809923007,8.0,11,-0.14395224439420298,0.1928846993140439,0.807115300685956,-0.6299825496882462
2023091000,927,54473,Drake London,WR,10,HITCH,I,0,0.9833932600200044,1.0986626385163596,,,6,,,,
2023091000,1046,44931,Mack Hollins,WR,8,SLANT,C,9,2.4355108300800223,0.20040475598276963,-0.04104110553640119,7.0,9,0.009303170474603446,0.20851165430726298,0.7914883456927371,0.07968182522318422
2023091000,1240,53488,Terrace Marshall Jr.,WR,3,SLANT,C,11,4.072339530592614,0.5886035639767169,-0.537983103280784,7.0,6,-0.2626010695703105,0.24443927991873715,0.7555607200812627,0.025310230347966423
2023091000,1300,40488,Adam Thielen,WR,10,IN,C,3,1.5980979633029049,0.5788752609761325,0.4235348976391031,7.0,3,0.45020528703861884,0.17169001556698513,0.828309984433015,0.5012050793076178
2023091000,1325,55904,Jonathan Mingo,WR,1,OUT,C,9,1.9748578937371224,0.9929828447904948,-0.011671966985443346,13.0,9,0.19556934009965726,0.20628110735741972,0.7937188926425803,0.4906554389025257
2023091000,1599,44931,Mack Hollins,WR,9,HITCH,C,11,3.353888947417103,0.22553431087660644,0.4620683776051562,8.0,11,0.4222167769465136,0.16848144205957832,0.8315185579404216,0.3438013442408813
2023091000,1697,53488,Terrace Marshall Jr.,WR,4,GO,I,0,4.575193654482191,-1.1372792459431103,,,16,,,,
2023091000,1720,55904,Jonathan Mingo,WR,5,HITCH,I,0,3.9529534231922807,-0.0953176126000959,,,11,,,,
2023091000,1743,55904,Jonathan Mingo,WR,1,IN,I,0,6.428689854261323,-1.6068134613134406,,,16,,,,
2023091000,2101,55904,Jonathan Mingo,WR,5,HITCH,C,8,3.515092637459376,0.1636835936711547,0.13652813896204666,9.0,8,0.14181886216918313,0.19483095620424062,0.8051690437957594,0.15010586631660067
2023091000,2389,53488,Terrace Marshall Jr.,WR,5,IN,IN,0,3.0064335846780437,0.4645630342235688,,,11,,,,
2023091000,3078,53488,Terrace Marshall Jr.,WR,0,GO,I,0,3.225927909867194,0.6811443975496564,,,44,,,,
2023091000,3369,55904,Jonathan Mingo,WR,9,GO,I,0,1.493301327521641,1.3873303299509832,,,43,,,,
2023091000,3421,53488,Terrace Marshall Jr.,WR,1,HITCH,I,0,1.734991806396224,1.1329977742614925,,,7,,,,
2023091000,3486,44931,Mack Hollins,WR,8,OUT,C,11,2.6419514789227825,0.03343628156122327,-1.6368755444523153,10.0,10,-1.1134635544861462,0.31336184167202724,0.6866381583279728,-0.801719631445546
2023091000,4155,40488,Adam Thielen,WR,2,SLANT,C,9,6.428976029736819,-0.5718397466614711,-0.8459913706067507,7.0,6,-0.7733096704004412,0.26511497236586334,0.7348850276341365,-0.7089155586341109
2023091001,532,55886,Zay Flowers,WR,3,CROSS,IN,0,2.4722249486381602,1.2715081060410915,,,1,,,,
2023091001,893,55886,Zay Flowers,WR,1,GO,C,21,2.3061959276699255,0.7995737974072036,-0.6881295244158461,16.0,19,-0.3092687095384484,0.25466153722984025,0.7453384627701597,0.055722136495678753
2023091001,1042,53518,Nico Collins,WR,9,GO,I,0,3.1103061516977015,0.37763331409243345,,,19,,,,
2023091001,1232,53456,Rashod Bateman,WR,2,HITCH,C,8,5.2654586910483046,-0.08017840631991069,0.37870273398384224,10.0,1,0.2982186356187185,0.175392037929142,0.8246079620708581,0.14926216383196578
2023091001,1368,39989,Robert Woods,WR,2,SLANT,C,13,3.1900884186881058,0.7967997837634352,-0.09589538637078651,8.0,11,0.09393121041671441,0.21264436409906803,0.7873556359009318,0.3504521986963243
2023091001,1438,39989,Robert Woods,WR,2,HITCH,C,5,4.788664065457684,0.12129816552883409,-0.30426914454426623,7.0,5,-0.20725788511573875,0.22795749845509453,0.7720425015449055,-0.09148548950771607
2023091001,1549,53518,Nico Collins,WR,10,HITCH,C,5,1.5010810701665265,0.6609116537207158,0.40639343957880586,9.0,3,0.4504529329188287,0.17310939214533716,0.826890607854663,0.5336525466497608
2023091001,1574,53518,Nico Collins,WR,5,IN,C,14,3.450217760068587,0.20205805434086052,0.796457773139743,7.0,13,0.7135047414655623,0.13955765632225695,0.860442343677743,0.49925791374030176
2023091001,1797,41238,Odell Beckham,WR,8,OUT,I,0,1.8414913272598636,0.6808456513127965,,,3,,,,
2023091001,1948,55934,Tank Dell,WR,5,HITCH,C,10,3.6288654758977152,0.09638525740404484,-0.27594391189014306,11.0,10,-0.19183066235888435,0.2259109854076419,0.7740890145923581,-0.0897793272430491
2023091001,1980,39989,Robert Woods,WR,1,HITCH,C,19,4.169101471852865,-0.2878437332302391,0.007723305413093444,12.0,9,-0.052809165959651454,0.20480115661946596,0.795198843380534,-0.14006021390857282
2023091001,2151,39989,Robert Woods,WR,1,HITCH,C,7,2.135515699822243,0.8992034713186452,-0.3554281614814492,7.0,6,-0.06482226132111776,0.2316264731120763,0.7683735268879238,0.271887654918598
2023091001,2351,55886,Zay Flowers,WR,0,OUT,C,20,1.223252868099081,1.3399852733787503,-0.08405476397557167,14.0,20,0.2174941879943522,0.21175595071762301,0.788244049282377,0.6279652547015893
2023091001,2432,55886,Zay Flowers,WR,2,HITCH,C,19,7.245833497596044,-0.9170148671013365,-0.8632436071110632,8.0,2,-0.8775596485373807,0.2662396497479696,0.7337603502520305,-0.8901292371061998
2023091001,2469,53456,Rashod Bateman,WR,5,IN,C,18,3.39574246594338,0.2342810059047769,-0.6281486387733715,9.0,14,-0.4120140405732888,0.25061128120281895,0.749388718797181,-0.19693381643429728
2023091001,2759,53518,Nico Collins,WR,5,HITCH,C,15,6.227257815908416,-1.44060269026586,0.234121741546708,10.0,15,-0.07923360117565159,0.18710859934324392,0.812891400656756,-0.603240474359576
2023091001,3086,53518,Nico Collins,WR,8,SLANT,C,14,1.6521950175325695,0.8339478442480095,0.2505556761755876,7.0,10,0.3589462214852759,0.18579362432618868,0.8142063756738114,0.5422517602117986
2023091001,3111,55934,Tank Dell,WR,4,OUT,C,11,3.7265667727338916,-0.5037091246670843,-0.32578152102418123,10.0,4,-0.36661671804220364,0.22950456355258855,0.7704954364474114,-0.41474532284563276
2023091001,3216,39989,Robert Woods,WR,7,IN,I,0,3.8894222740456885,1.0912374142687025,,,17,,,,
2023091001,3302,41238,Odell Beckham,WR,4,OUT,C,8,5.026444731248282,-1.4741754786474461,-0.312570704735431,11.0,8,-0.5780615646041956,0.2285552417063964,0.7714447582936036,-0.8933730916914386
2023091001,3879,53518,Nico Collins,WR,9,OUT,I,0,3.677209126559467,0.023645352250128124,,,13,,,,
2023091001,3902,53518,Nico Collins,WR,1,IN,C,26,3.173599922984806,0.29325166336467734,0.24589169285474663,9.0,13,0.2547085682781295,0.18616724901748116,0.813832750982519,0.269571678109712
2023091001,4018,41238,Odell Beckham,WR,1,GO,C,29,5.084752545532997,-0.8223287115888599,0.2349091882205766,19.0,28,0.03715739783760952,0.18704568803162575,0.8129543119683742,-0.29370976168414165
2023091001,4216,39989,Robert Woods,WR,5,POST,I,0,2.702794853857428,0.6441698867111154,,,19,,,,
2023091001,4239,55934,Tank Dell,WR,9,HITCH,C,13,3.231112642359817,0.30219881241737806,-0.5124987191746257,14.0,13,-0.31479089222013534,0.24267635446022362,0.7573236455397763,-0.10514995337862384
2023091001,4322,39989,Robert Woods,WR,8,IN,I,0,1.3737543406587964,1.0591496894036472,,,5,,,,
2023091001,4392,45052,Noah Brown,WR,11,CROSS,I,0,13.01768603874158,-1.3588292774398523,,,-5,,,,
2023091001,4564,56070,Xavier Hutchinson,WR,4,IN,C,9,2.8296013580091484,0.16594970751225063,1.0052211272515348,9.0,7,0.9041247738424568,0.1204572811981172,0.8795427188018828,0.5855854173818927
2023091001,4589,53518,Nico Collins,WR,4,HITCH,C,6,3.2947562126802667,-0.1813268447918308,0.10651833214291545,13.0,5,0.049762127247682676,0.19717615386030682,0.8028238461396932,-0.03740425632445768
2023091001,4639,55934,Tank Dell,WR,10,SLANT,I,0,1.6906993620239297,0.5005725606052089,,,7,,,,
2023091002,110,53434,Ja'Marr Chase,WR,1,OUT,C,12,3.770819408809996,-0.055358034294162604,-0.2947592970264888,11.0,5,-0.24035018549555778,0.22727161465211515,0.7727283853478849,-0.17505866566032569
2023091002,599,40026,Marquise Goodwin,WR,0,POST,I,0,13.845636649728798,-2.81253184112913,,,42,,,,
2023091002,767,43344,Tyler Boyd,WR,8,SLANT,C,6,3.7884260931681037,-0.8938283747777283,1.1351973241821731,6.0,5,0.9157966692193111,0.1081310380027858,0.8918689619972143,0.12068447470222243
2023091002,873,42347,Amari Cooper,WR,7,CROSS,C,20,5.682791288391207,0.7392160542506258,-0.48288377751135025,10.0,19,-0.1888253818627009,0.240617327657011,0.7593826723429891,0.12816613836963775
2023091002,975,53463,Elijah Moore,WR,10,SLANT,I,0,2.7868755938521454,-0.4263417216850501,,,5,,,,
2023091002,1071,43344,Tyler Boyd,WR,8,SLANT,I,0,3.149605411741323,-0.3771524429557725,,,-1,,,,
2023091002,1209,42347,Amari Cooper,WR,8,OUT,C,6,1.1111686157253873,1.271528104908442,0.6733652095712406,10.0,6,0.7633503812859478,0.15043589700424329,0.8495641029957567,0.9724466572398413
2023091002,1260,40026,Marquise Goodwin,WR,5,POST,I,0,4.219015327225943,-0.2526972097983241,,,44,,,,
2023091002,1412,52441,Tee Higgins,WR,1,GO,I,0,2.0680021141563096,0.9386125851293663,,,26,,,,
2023091002,1540,52595,Donovan Peoples-Jones,WR,0,IN,I,0,1.7677197261101378,1.1608663378997237,,,19,,,,
2023091002,1832,42347,Amari Cooper,WR,0,HITCH,I,0,5.725383138742807,-0.14112743274895656,,,16,,,,
2023091002,1944,43344,Tyler Boyd,WR,7,OUT,C,4,14.267584417621444,-0.9458975663437089,0.2651160851672348,7.0,4,0.04153268799728696,0.1846250014531131,0.8153749985468869,-0.34039074058823704
2023091002,1974,52441,Tee Higgins,WR,1,OUT,I,0,3.856449362327317,-0.10534205677622797,,,17,,,,
2023091002,2039,54564,David Bell,WR,1,GO,I,0,2.694793447386107,0.572741172091817,,,13,,,,
2023091002,2095,42347,Amari Cooper,WR,4,OUT,C,11,2.687480844420758,0.2720544196850547,-0.025590533886319777,11.0,11,0.03612310206681779,0.20733976911971666,0.7926602308802835,0.12323194289936748
2023091002,2127,52595,Donovan Peoples-Jones,WR,5,OUT,C,12,4.899122838545803,-0.6549909788809766,-0.31673222771096665,14.0,12,-0.39414427817126263,0.22885453870013375,0.7711454612998663,-0.4858616032959716
2023091002,2179,53463,Elijah Moore,WR,4,HITCH,C,6,2.3889160011838197,0.494957756836811,0.09644647249966909,6.0,4,0.17533584112347855,0.19796018763942655,0.8020398123605734,0.29570211466824003
2023091002,2211,42347,Amari Cooper,WR,10,GO,I,0,2.2709608301888706,0.009909994963039159,,,13,,,,
2023091002,2441,53463,Elijah Moore,WR,1,HITCH,I,0,3.6517956553000124,0.014118658463114433,,,9,,,,
2023091002,2517,52441,Tee Higgins,WR,8,GO,I,0,2.5191611080543126,0.13274870386028403,,,14,,,,
2023091002,2693,53463,Elijah Moore,WR,0,CORNER,C,33,2.4425037998023873,0.9388755901075003,-0.3371686459854696,16.0,30,-0.0432689086208671,0.23032096306039787,0.7696790369396023,0.30085347206101537
2023091002,2942,52441,Tee Higgins,WR,5,GO,I,0,3.6212407803585975,0.10089537890025743,,,28,,,,
2023091002,3170,53463,Elijah Moore,WR,2,OUT,C,4,6.899097426937975,-0.7704964478428243,-0.4094308153769673,8.0,2,-0.49444795760453863,0.23546174042363538,0.7645382595763646,-0.5899636316098958
2023091002,3253,53434,Ja'Marr Chase,WR,1,GO,C,10,2.439280841268854,0.721889306874262,-1.5908798036309884,13.0,10,-0.8722328340698717,0.3107300967903883,0.6892699032096118,-0.4344952483783632
2023091002,3314,52441,Tee Higgins,WR,1,GO,I,0,1.1861089955408788,1.4533923281632792,,,16,,,,
2023091002,3571,52441,Tee Higgins,WR,8,HITCH,I,0,1.7781986209813379,0.732036570681519,,,7,,,,
2023091002,3594,53434,Ja'Marr Chase,WR,5,OUT,I,0,5.523045942246757,-1.024050830195508,,,13,,,,
2023091002,3787,53434,Ja'Marr Chase,WR,10,HITCH,C,6,1.1153020558697726,0.9871220456055464,-0.6710463005091684,6.0,5,-0.25067998872756986,0.25351244508229015,0.7464875549177099,0.15803787254818902
2023091002,3812,53434,Ja'Marr Chase,WR,1,GO,I,0,3.0305460535071376,0.37675524516531284,,,24,,,,
2023091002,4036,53434,Ja'Marr Chase,WR,5,OUT,I,0,1.8560747542428293,1.1450174947178953,,,15,,,,
2023091003,143,44849,Zay Jones,WR,4,HITCH,I,0,2.9684738811589138,0.062269888705849805,,,6,,,,
2023091003,191,46095,Calvin Ridley,WR,8,HITCH,I,0,3.7451201584400535,-0.8588026863027368,,,4,,,,
2023091003,263,55944,Josh Downs,WR,10,HITCH,C,6,0.9977269489435495,1.0865422325128642,-1.6116143766848279,6.0,3,-0.7700081655966899,0.3119189628278816,0.6880810371721184,-0.26253607208598184
2023091003,358,46116,Christian Kirk,WR,8,OUT,C,9,4.1368499570834,-1.1756323767323447,-0.7808569994969659,10.0,9,-0.8838292561556332,0.26083758662909645,0.7391624133709036,-0.9782446881146553
2023091003,410,46095,Calvin Ridley,WR,0,GO,C,24,3.403589390284954,0.6226972491514873,0.3531789409230104,16.0,24,0.401014377293522,0.17748492369564906,0.822515076304351,0.48793809503724883
2023091003,529,46095,Calvin Ridley,WR,6,HITCH,C,9,10.89222093657811,-0.5588342968904655,-0.7528194828586631,11.0,9,-0.7025810074589924,0.25898098944476616,0.7410190105552339,-0.6558268898745643
2023091003,761,55944,Josh Downs,WR,10,SLANT,C,22,1.2956028003211746,0.8346617656915764,0.4583860078716601,7.0,7,0.5218972680716121,0.16878913637149115,0.8312108636285088,0.6465238867816182
2023091003,933,46095,Calvin Ridley,WR,3,CROSS,C,14,7.119362458104781,-0.7118194310007618,-0.14004859646452567,11.0,11,-0.2635165840245788,0.21593963892928905,0.784060361070711,-0.4259340137326437
2023091003,1649,46095,Calvin Ridley,WR,5,HITCH,C,29,4.964721676622024,-0.6937936731284076,0.28673203888365684,9.0,12,0.10740967419970834,0.1828838983895428,0.8171161016104571,-0.20353081712237536
2023091003,1706,44849,Zay Jones,WR,5,GO,C,18,3.393484534542441,0.23561660611282506,0.29595504204150297,21.0,18,0.2849650749423391,0.1821387467211514,0.8178612532788485,0.265785824077164
2023091003,1929,44849,Zay Jones,WR,9,HITCH,C,12,3.958292588162992,-0.15186997593257187,0.18998088663033538,9.0,11,0.12481740104994349,0.19061963188231107,0.809380368117689,0.019055455348881756
2023091003,1954,46095,Calvin Ridley,WR,8,OUT,C,8,2.750817183281325,-0.05461391918881366,0.4556501900766577,10.0,7,0.3694065797780115,0.16901759056264898,0.8309824094373511,0.20051813544392202
2023091003,2087,54518,Alec Pierce,WR,3,CROSS,C,5,3.0815940289575017,1.011438660117178,0.24361977449054903,7.0,4,0.3867021518399566,0.1863491248103852,0.8136508751896148,0.6275292173038636
2023091003,2204,46095,Calvin Ridley,WR,5,HITCH,I,0,1.552816349221537,1.3243993788045014,,,15,,,,
2023091003,2227,44849,Zay Jones,WR,9,OUT,I,0,1.6220858396511122,1.306914158247733,,,15,,,,
2023091003,2286,52442,Michael Pittman,WR,1,POST,C,16,2.778651265819047,0.5237915824952142,0.8072385372162211,6.0,12,0.7679551619716549,0.13859162919295548,0.8614083708070446,0.6655150598557176
2023091003,2369,52442,Michael Pittman,WR,8,SLANT,C,8,1.7858359988680708,0.7258594861709005,0.36279482547870634,6.0,8,0.42694751386822477,0.1766976941991803,0.8233023058008196,0.5443271558248034
2023091003,2519,46095,Calvin Ridley,WR,10,HITCH,C,9,1.3400953719041935,0.7970393480011837,0.38412318108713206,11.0,5,0.4563612967606079,0.174946203277413,0.8250537967225869,0.5905812645441579
2023091003,2571,46116,Christian Kirk,WR,8,SLANT,I,0,2.8181615087359426,-0.10908177397002082,,,10,,,,
2023091003,2638,44849,Zay Jones,WR,8,OUT,C,6,2.339411600504081,0.27812947660018217,-0.43841860120419046,7.0,6,-0.2682350629873279,0.23750470273862764,0.7624952972613724,-0.08014456230200415
2023091003,3002,52442,Michael Pittman,WR,8,OUT,C,8,4.366856610914133,-1.3616609535276702,0.4060826304240431,10.0,8,0.10002419758346834,0.17313508340185543,0.8268649165981445,-0.4777891615518136
2023091003,3335,54518,Alec Pierce,WR,8,IN,I,0,2.1892417289435184,0.39958634325460024,,,5,,,,
2023091003,3645,55944,Josh Downs,WR,2,SLANT,I,0,5.557945163041695,-0.2037728608848396,,,7,,,,
2023091003,3797,46095,Calvin Ridley,WR,9,OUT,I,0,2.037346828359185,1.0476151290598275,,,16,,,,
2023091003,3845,44849,Zay Jones,WR,2,OUT,C,4,5.743916148174735,-0.28235763205654707,-0.16381720753567633,6.0,3,-0.1896237140178074,0.21770216014020988,0.7822978398597901,-0.22308741979611169
2023091003,4047,44849,Zay Jones,WR,3,CROSS,C,15,8.569767948430401,-1.3308304120572836,1.0980299953838992,13.0,15,0.8267483455415814,0.11169091851108671,0.8883090814889134,-0.11640020833669218
2023091003,4258,52442,Michael Pittman,WR,10,HITCH,C,4,2.2816923847915187,0.000835513193094051,0.42189473214497847,8.0,4,0.34954579472063724,0.1718260381626004,0.8281739618373996,0.21136512266903626
2023091003,4283,52442,Michael Pittman,WR,2,POST,C,9,10.406675901039016,-2.2526752487823782,-0.12259340401783203,8.0,9,-0.5797946236739244,0.2146402124311943,0.7853597875688056,-1.1876343264001052
2023091003,4308,52442,Michael Pittman,WR,8,HITCH,C,8,2.4460799277171343,0.19185650679651034,0.6851950097281576,6.0,6,0.611489050334904,0.14940240616789183,0.8505975938321081,0.438525758262334
2023091003,4363,54518,Alec Pierce,WR,5,OUT,I,0,2.8516314806960303,0.5561307949618559,,,13,,,,
2023091003,4416,52442,Michael Pittman,WR,3,CROSS,C,5,3.7961644598756528,0.7064708794330865,0.4031651831698677,6.0,3,0.45575115998787963,0.1733761596497551,0.8266238403502448,0.5548180313014771
2023091003,4551,52442,Michael Pittman,WR,7,CROSS,I,0,12.845113748145666,-0.6666800401964589,,,1,,,,
2023091004,124,52430,Justin Jefferson,WR,10,CROSS,I,0,2.6616308876300723,-0.32043620794765665,,,6,,,,
2023091004,315,52430,Justin Jefferson,WR,8,SLANT,C,8,2.2849627662856182,0.3221675031925754,0.5909523430209673,9.0,7,0.5486008151405709,0.1575666540844943,0.8424333459155057,0.4565599231067714
2023091004,365,52430,Justin Jefferson,WR,9,GO,C,30,4.530146970625384,-0.5089497167256293,-0.04090640591322196,13.0,20,-0.13849411612933085,0.2085014526683883,0.7914985473316116,-0.2749280613194256
2023091004,542,44896,Chris Godwin Jr.,WR,8,OUT,C,6,1.86190546093052,0.6643347714316585,-1.7176735010130764,8.0,6,-0.9603460437372168,0.31793653533309907,0.6820634646669009,-0.5266693647907089
2023091004,695,41233,Mike Evans,WR,5,GO,I,0,3.855470543328849,-0.037655030569227234,,,39,,,,
2023091004,1190,52430,Justin Jefferson,WR,1,POST,C,25,4.4960085055959285,-0.47866631169693596,-0.2427104563167377,10.0,16,-0.2954456402344952,0.2234959748415004,0.7765040251584996,-0.36068838400683684
2023091004,1326,55887,Jordan Addison,WR,9,GO,C,39,6.714247338933132,-1.8727549393473895,0.2277503770809348,22.0,39,-0.16634069082931835,0.18761726753463362,0.8123827324653664,-0.8225022811332273
2023091004,1540,52584,K.J. Osborn,WR,0,IN,C,19,3.516694681499463,0.5854878229737479,-0.06306974487109475,13.0,19,0.07324180779083725,0.21017648921266222,0.7898235107873378,0.2612090390513266
2023091004,1641,52430,Justin Jefferson,WR,3,CROSS,C,22,4.130907713934506,0.5636075550185436,1.0989622987204646,10.0,8,1.0392156545827254,0.11160197017139965,0.8883980298286003,0.8312849268695042
2023091004,1701,52584,K.J. Osborn,WR,3,CROSS,I,0,6.015825321286419,-0.2408465822004715,,,6,,,,
2023091004,1746,55887,Jordan Addison,WR,5,OUT,I,0,3.4641092502952664,0.19384103001977876,,,7,,,,
2023091004,1839,56056,Trey Palmer,WR,2,IN,I,0,2.317355303601538,1.1655859795992316,,,5,,,,
2023091004,1958,52584,K.J. Osborn,WR,4,HITCH,C,6,5.4125107675695245,-1.762405689960917,0.4492879465420011,9.0,6,0.07429886503420163,0.16954838379004608,0.8304516162099539,-0.6565588717094579
2023091004,2077,44896,Chris Godwin Jr.,WR,1,POST,C,14,1.7393593155534617,1.1304483664089957,-0.11947483866130293,8.0,11,0.1485181980770283,0.21440760172402645,0.7855923982759736,0.5054867638738464
2023091004,2102,41233,Mike Evans,WR,9,OUT,C,9,3.6568178574991084,0.03637815502967691,0.6024813218968975,13.0,9,0.513842970480488,0.15657632142729147,0.8434236785727085,0.3194297384632872
2023091004,2154,55075,Deven Thompkins,WR,5,GO,I,0,2.048289866774204,1.0313193796289628,,,20,,,,
2023091004,2177,41233,Mike Evans,WR,9,POST,C,28,4.666289607962559,-0.5939604802034084,-0.377293743789648,19.0,28,-0.4278169584817891,0.2331839927457016,0.7668160072542983,-0.4856271119965282
